"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-18","10.07",,"0.00","0.0","0.0","54","60","51","  260","  270","18.1","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-19","14.54",,"0.00","0.0","0.0","55","63","48","  270","  270","29.1","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-20","11.18",,"0.00","0.0","0.0","56","67","49","  270","  270","28.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-21","11.41",,"0.00","0.0","0.0","58","75","50","  280","  280","25.9","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-22","10.51",,"0.00","0.0","0.0","59","76","49","  290","  280","21.9","25.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-23","11.18",,"0.00","0.0","0.0","60","74","52","  290","  290","23.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-24","11.18",,"0.00","0.0","0.0","58","66","53","  270","  270","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-25","10.74",,"0.00","0.0","0.0","57","65","51","  280","  280","21.0","25.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-26","12.75",,"0.00","0.0","0.0","56","63","52","  270","  270","25.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-27","9.62",,"0.00","0.0","0.0","58","67","54","  270","  270","18.1","27.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-28","10.74",,"0.00","0.0","0.0","59","66","55","  280","  250","19.9","23.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-29","18.12",,"0.00","0.0","0.0","58","64","54","  270","  270","29.1","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-30","16.78",,"0.00","0.0","0.0","57","63","52","  270","  270","31.1","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-01","12.53",,"0.00","0.0","0.0","56","67","50","  260","  250","30.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-02","9.17",,"0.00","0.0","0.0","57","67","52","  250","  250","18.1","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-03","12.97",,"0.00","0.0","0.0","57","66","52","  290","  290","25.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-04","13.87",,"0.00","0.0","0.0","57","69","52","  270","  280","32.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-05","14.54",,"0.00","0.0","0.0","56","61","53","  280","  270","25.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-06","14.99",,"0.00","0.0","0.0","57","65","53","  290","  280","29.1","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-07","14.54",,"0.00","0.0","0.0","60","71","54","  280","  280","25.9","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-08","12.30",,"0.00","0.0","0.0","60","70","54","  270","  270","23.0","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-09","20.36",,"0.00","0.0","0.0","60","67","56","  270","  260","36.9","45.0","    1",,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-10","18.12",,"0.00","0.0","0.0","59","66","52","  260","  270","31.1","38.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-11","10.96",,"0.00","0.0","0.0","59","75","51","  280","  280","25.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-12","9.40",,"0.00","0.0","0.0","69","76","57","  210","  210","17.0","23.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-13","12.08",,"0.00","0.0","0.0","61","67","55","  210","  200","21.9","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-14","12.08",,"0.00","0.0","0.0","59","65","54","  270","  260","21.0","25.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-15","10.51",,"0.00","0.0","0.0","60","67","56","  230","  260","21.0","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-16","12.08",,"0.00","0.0","0.0","60","68","54","  270","  270","19.9","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-17","16.78",,"0.00","0.0","0.0","59","65","55","  270","  270","30.0","38.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-18","14.32",,"0.00","0.0","0.0","58","64","55","  270","  270","25.1","32.0","    1",,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-19","17.90",,"0.00","0.0","0.0","57","63","55","  250","  270","30.0","38.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-20","19.91",,"0.00","0.0","0.0","57","62","54","  260","  270","30.0","38.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-21","11.41",,"0.00","0.0","0.0","58","67","52","  260","  270","31.1","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-22","11.41",,"0.00","0.0","0.0","57","61","54","  260","  240","19.9","23.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-23","10.51",,"0.00","0.0","0.0","57","63","55","  270","  270","21.0","25.9",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-24","9.17",,"0.00","0.0","0.0","58","64","55","  250","  230","18.1","23.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-25","9.17",,"0.01","0.0","0.0","59","65","55","  240","  230","17.0","23.9","    1",,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-26","12.97",,"0.00","0.0","0.0","59","66","55","  280","  270","23.0","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-27","9.40",,"0.00","0.0","0.0","60","74","53","  290","  290","21.9","25.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-28","10.74",,"0.00","0.0","0.0","65","84","56","  300","  290","23.0","25.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-29","16.55",,"0.00","0.0","0.0","64","71","56","  270","  260","31.1","36.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-30","22.59",,"0.00","0.0","0.0","58","62","54","  260","  260","36.0","45.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-31","21.47",,"0.00","0.0","0.0","58","64","53","  280","  260","35.1","44.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-01","11.41",,"0.00","0.0","0.0","59","75","51","  280","  280","30.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-02","10.51",,"0.00","0.0","0.0","65","85","55","  290","  290","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-03","13.42",,"0.00","0.0","0.0","64","75","56","  290","  290","29.1","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-04","22.82",,"0.00","0.0","0.0","61","67","56","  260","  260","36.9","44.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-05","17.90",,"0.00","0.0","0.0","59","65","54","  260","  260","29.1","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-06","18.34",,"0.00","0.0","0.0","58","65","54","  270","  290","25.9","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-07","19.01",,"0.00","0.0","0.0","60","66","55","  260","  280","31.1","40.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-08","19.91",,"0.00","0.0","0.0","61","70","52","  270","  260","38.0","42.1",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-09","20.36",,"0.00","0.0","0.0","61","67","55","  280","  280","40.9","51.0","    1",,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-10","19.01",,"0.00","0.0","0.0","60","68","53","  270","  270","38.9","47.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-11","16.78",,"0.00","0.0","0.0","61","71","56","  280","  290","23.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-12","14.54",,"0.00","0.0","0.0","64","76","57","  290","  290","31.1","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-13","16.78",,"0.00","0.0","0.0","64","76","56","  270","  280","36.9","44.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-14","10.29",,"0.00","0.0","0.0","62","77","57","  260","  260","19.9","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-15","12.30",,"0.00","0.0","0.0","62","66","56","  230","  210","23.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-16","11.63",,"0.00","0.0","0.0","62","71","56","  210","  210","30.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-17","8.72",,"0.00","0.0","0.0","62","72","57","  180","  200","16.1","19.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-18","12.75",,"0.00","0.0","0.0","65","71","56","  280","  280","29.1","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-19","14.09",,"0.00","0.0","0.0","60","67","56","  280","  280","30.0","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-20","16.33",,"0.00","0.0","0.0","59","65","55","  260","  270","31.1","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-21","17.67",,"0.00","0.0","0.0","60","69","54","  270","  280","30.0","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-22","12.75",,"0.00","0.0","0.0","64",,,"  290","  290","30.0","34.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-23","10.07",,"0.00","0.0","0.0","69",,,"  290","  290","23.9","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-24","8.28",,"0.00","0.0","0.0","69",,,"  200","  190","21.0","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-25","10.51",,"0.00","0.0","0.0","67",,,"  290","  290","23.9","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-26","14.09",,"0.00","0.0","0.0","65",,,"  270","  270","25.1","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-27","10.51",,"0.00","0.0","0.0","64",,,"  270","  280","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-28","15.21",,"0.00","0.0","0.0","64",,,"  260","  250","29.1","38.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-29","12.75",,"0.00","0.0","0.0","66",,,"  280","  270","29.1","34.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-30","8.28",,"0.00","0.0","0.0","71",,,"  290","  300","21.9","25.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-01","7.61",,"0.00","0.0","0.0","69",,,"  320","  320","16.1","18.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-02","9.17",,"0.00","0.0","0.0","68",,,"  290","  290","21.0","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-03","9.62",,"0.00","0.0","0.0","67",,,"  210","  210","21.0","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-04","14.54",,"0.00","0.0","0.0","68",,,"  190","  190","23.0","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-05","13.87",,"0.00","0.0","0.0","67",,,"  280","  280","29.1","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-06","12.30",,"0.00","0.0","0.0","72",,,"  280","  270","28.0","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-07","18.57",,"0.00","0.0","0.0","74",,,"  260","  260","33.1","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-08","16.33",,"0.00","0.0","0.0","68",,,"  270","  270","31.1","36.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-09","17.90",,"0.00","0.0","0.0","64",,,"  270","  270","32.0","38.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-10","16.78",,"0.00","0.0","0.0","70",,,"  260","  270","36.0","42.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-11","11.41",,"0.00","0.0","0.0","70",,,"  290","  280","25.1","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-12","10.74",,"0.00","0.0","0.0","63","75","57","  290","  290","23.9","28.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-13","13.87",,"0.00","0.0","0.0","65","71","58","  290","  310","25.1","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-14","16.11",,"0.00","0.0","0.0","62","71","55","  290","  290","25.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-15","14.54",,"0.00","0.0","0.0","60","69","55","  290","  280","25.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-16","15.21",,"0.00","0.0","0.0","61","69","55","  280","  290","28.0","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-17","14.09",,"0.00","0.0","0.0","60","67","55","  290","  290","25.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-18","12.08",,"0.00","0.0","0.0","61","71","55","  300","  290","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-19","10.07",,"0.00","0.0","0.0","62","72","55","  310","  310","23.0","27.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-20","8.50",,"0.00","0.0","0.0","63","83","56","  300","  290","17.0","21.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-21","12.30",,"0.00","0.0","0.0","66","75","59","  290","  290","25.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-22","13.87",,"0.00","0.0","0.0","64","72","58","  280","  300","23.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-23","15.43",,"0.00","0.0","0.0","62","70","55","  290","  290","25.9","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-24","14.99",,"0.00","0.0","0.0","61","67","55","  290","  290","25.1","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-25","16.11",,"0.00","0.0","0.0","61","70","55","  290","  290","25.9","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-26","16.33",,"0.00","0.0","0.0","59","69","55","  290","  290","29.1","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-27","14.09",,"0.00","0.0","0.0","59","65","55","  290","  280","25.1","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-28","13.42",,"0.00","0.0","0.0","58","66","53","  290","  290","28.0","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-29","12.53",,"0.00","0.0","0.0","58","66","52","  290","  290","23.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-30","15.43",,"0.00","0.0","0.0","58","66","53","  300","  290","25.9","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-31","14.76",,"0.00","0.0","0.0","58","65","52","  290","  290","25.9","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-01","13.20",,"0.00",,,"58","66","52","  280","  280","23.0","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-02","12.08",,"0.00","0.0","0.0","59","68","52","  290","  290","21.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-03","11.86",,"0.00","0.0","0.0","61","72","52","  290","  290","25.1","30.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-04","15.88",,"0.00","0.0","0.0","62","73","55","  270","  280","31.1","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-05","14.54",,"0.00","0.0","0.0","61","68","55","  300","  300","23.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-06","13.65",,"0.00",,,"60","73","50","  280","  280","28.0","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-07","14.99",,"0.00","0.0","0.0","58","64","52","  290","  290","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-08","13.87",,"0.00","0.0","0.0","59","70","53","  290","  290","25.1","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-09","11.41",,"0.00","0.0","0.0","60","79","52","  290","  290","25.1","29.1","    1",,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-10","12.75",,"0.00","0.0","0.0","60","71","52","  310","  290","23.0","25.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-11","12.75",,"0.00","0.0","0.0","64","74","58","  290","  290","23.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-12","12.75",,"0.00","0.0","0.0","63","72","58","  280","  290","25.1","28.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-13","14.09",,"0.00","0.0","0.0","60","67","55","  270","  260","25.1","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-14","12.97",,"0.00","0.0","0.0","59","66","55","  260","  270","23.0","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-15","13.65",,"0.00","0.0","0.0","63","71","59","  260","  260","23.0","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-16","16.33",,"0.00","0.0","0.0","63","71","58","  290","  280","25.1","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-17","12.08",,"0.00","0.0","0.0","62","71","55","  290","  290","25.9","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-18","12.75",,"0.00","0.0","0.0","60","71","52","  300","  290","25.1","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-19","12.08",,"0.00","0.0","0.0","59","68","52","  290","  290","25.1","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-20","10.29",,"0.00","0.0","0.0","60","72","55","  280","  280","19.9","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-21","9.17",,"0.00","0.0","0.0","60","67","55","  250","  230","17.0","21.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-22","10.07",,"0.00","0.0","0.0","63","72","61","  270","  240","19.9","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-23","10.96",,"0.00","0.0","0.0","63","70","61","  270","  270","21.9","25.9",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-24","10.51",,"0.00","0.0","0.0","63","71","56","  280","  270","23.0","28.0","    1",,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-25","9.62",,"0.00","0.0","0.0","60","71","55","  290","  290","23.0","27.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-26","10.07",,"0.00","0.0","0.0","60","72","55","  290","  280","21.0","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-27","10.07",,"0.00","0.0","0.0","62","71","56","  200","  200","19.9","23.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-28","7.83",,"0.00","0.0","0.0","62","68","58","  230","  220","18.1","23.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-29","9.17",,"0.00","0.0","0.0","65","74","58","  230","  240","23.0","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-30","11.18",,"0.00","0.0","0.0","65","71","58","  260","  280","23.0","30.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-31","15.21",,"0.00","0.0","0.0","62","71","56","  270","  270","29.1","35.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-01","12.53",,"0.00","0.0","0.0","60","68","55","  290","  290","23.0","25.9",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-02","10.96",,"0.00","0.0","0.0","60","69","53","  290","  290","25.1","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-03","9.62",,"0.00","0.0","0.0","60","70","55","  290","  300","23.9","27.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-04","8.72",,"0.00","0.0","0.0","61","70","56","  300","  320","21.9","29.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-05","9.17",,"0.00","0.0","0.0","61","71","55","  280","  280","23.0","28.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-06","12.97",,"0.00","0.0","0.0","58","64","55","  290","  290","25.1","31.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-07","12.53",,"0.00","0.0","0.0","59","72","53","  300","  290","28.0","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-08","14.76",,"0.00","0.0","0.0","61","73","55","  270","  280","28.0","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-09","13.87",,"0.00","0.0","0.0","62","73","52","  280","  280","30.0","36.0",,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-10","12.30",,"0.00","0.0","0.0","61","77","53","  270","  270","32.0","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-11","19.24",,"0.00","0.0","0.0","61","70","55","  260","  270","36.0","40.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-12","18.12",,"0.00","0.0","0.0","60","67","55","  270","  270","33.1","40.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-13","16.55",,"0.00","0.0","0.0","60","68","55","  260","  270","29.1","36.9",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-14","13.42",,"0.00","0.0","0.0","60","71","55","  270","  280","25.9","32.0",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-15","20.13",,"0.00","0.0","0.0","59","65","55","  260","  270","28.0","33.1",,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-16","14.54",,"0.00","0.0","0.0","60","70","55","  260","  260","25.1","30.0",,,,,,,,,
